0,1,2,3,4,5
31231.0,2020-01-17,"(901.75, 1064.0]",5,11,-6
31232.0,2020-01-17,"(286.858, 573.5]",13,17,-4
31232.0,2020-01-17,"(573.5, 859.0]",11,24,-13
31232.0,2020-01-17,"(859.0, 1144.5]",14,26,-12
31232.0,2020-01-17,"(1144.5, 1430.0]",2,6,-4
31233.0,2020-01-17,"(-1.401, 350.25]",2,2,0
31233.0,2020-01-17,"(350.25, 700.5]",42,50,-8
31233.0,2020-01-17,"(700.5, 1050.75]",20,26,-6
31233.0,2020-01-17,"(1050.75, 1401.0]",6,20,-14
31234.0,2020-01-17,"(384.0, 635.0]",12,18,-6
31234.0,2020-01-17,"(635.0, 885.0]",10,15,-5
31234.0,2020-01-17,"(885.0, 1135.0]",16,22,-6
31234.0,2020-01-17,"(1135.0, 1385.0]",2,6,-4
31235.0,2020-01-17,"(564.354, 726.5]",1,1,0
31235.0,2020-01-17,"(726.5, 888.0]",2,2,0
31236.0,2020-01-17,"(479.113, 701.75]",13,15,-2
31236.0,2020-01-17,"(701.75, 923.5]",6,11,-5
31236.0,2020-01-17,"(923.5, 1145.25]",5,21,-16
31236.0,2020-01-17,"(1145.25, 1367.0]",2,9,-7
31237.0,2020-01-17,"(381.944, 647.0]",1,10,-9
31237.0,2020-01-17,"(647.0, 911.0]",9,18,-9
31237.0,2020-01-17,"(911.0, 1175.0]",14,23,-9
31237.0,2020-01-17,"(1175.0, 1439.0]",6,13,-7
31238.0,2020-01-17,"(47.872, 331.0]",1,1,0
31238.0,2020-01-17,"(331.0, 613.0]",9,12,-3
31238.0,2020-01-17,"(613.0, 895.0]",6,10,-4
31238.0,2020-01-17,"(895.0, 1177.0]",4,18,-14
31239.0,2020-01-17,"(151.73, 470.5]",4,6,-2
31239.0,2020-01-17,"(470.5, 788.0]",22,27,-5
31239.0,2020-01-17,"(788.0, 1105.5]",11,25,-14
31239.0,2020-01-17,"(1105.5, 1423.0]",4,13,-9
31240.0,2020-01-17,"(1016.5, 1091.0]",3,1,2
31241.0,2020-01-17,"(110.707, 435.25]",5,8,-3
31241.0,2020-01-17,"(435.25, 758.5]",21,54,-33
31241.0,2020-01-17,"(758.5, 1081.75]",10,23,-13
31241.0,2020-01-17,"(1081.75, 1405.0]",10,24,-14
31242.0,2020-01-17,"(607.374, 764.5]",4,9,-5
31242.0,2020-01-17,"(764.5, 921.0]",2,8,-6
31242.0,2020-01-17,"(1077.5, 1234.0]",2,11,-9
31243.0,2020-01-17,"(384.983, 640.25]",21,27,-6
31243.0,2020-01-17,"(640.25, 894.5]",1,3,-2
31243.0,2020-01-17,"(894.5, 1148.75]",8,23,-15
31243.0,2020-01-17,"(1148.75, 1403.0]",1,2,-1
31244.0,2020-01-17,"(355.5, 705.0]",14,2,12
31244.0,2020-01-17,"(705.0, 1054.5]",7,21,-14
31244.0,2020-01-17,"(1054.5, 1404.0]",5,15,-10
31245.0,2020-01-17,"(403.995, 656.25]",11,18,-7
31245.0,2020-01-17,"(656.25, 907.5]",4,7,-3
31245.0,2020-01-17,"(907.5, 1158.75]",4,13,-9
31245.0,2020-01-17,"(1158.75, 1410.0]",7,10,-3
31246.0,2020-01-17,"(415.102, 640.5]",7,13,-6
31246.0,2020-01-17,"(640.5, 865.0]",14,21,-7
31246.0,2020-01-17,"(865.0, 1089.5]",11,23,-12
31246.0,2020-01-17,"(1089.5, 1314.0]",7,12,-5
31247.0,2020-01-17,"(434.326, 603.5]",12,22,-10
31247.0,2020-01-17,"(603.5, 772.0]",10,19,-9
31247.0,2020-01-17,"(772.0, 940.5]",10,18,-8
31247.0,2020-01-17,"(940.5, 1109.0]",10,19,-9
31248.0,2020-01-17,"(393.148, 607.0]",3,5,-2
31248.0,2020-01-17,"(607.0, 820.0]",8,16,-8
31248.0,2020-01-17,"(820.0, 1033.0]",18,26,-8
31248.0,2020-01-17,"(1033.0, 1246.0]",4,11,-7
31249.0,2020-01-17,"(440.38, 596.0]",1,1,0
31249.0,2020-01-17,"(751.0, 906.0]",1,2,-1
31249.0,2020-01-17,"(906.0, 1061.0]",4,9,-5
31250.0,2020-01-17,"(116.678, 448.5]",2,3,-1
31250.0,2020-01-17,"(448.5, 779.0]",17,24,-7
31250.0,2020-01-17,"(779.0, 1109.5]",8,24,-16
31250.0,2020-01-17,"(1109.5, 1440.0]",4,7,-3
31251.0,2020-01-17,"(463.05, 701.5]",11,29,-18
31251.0,2020-01-17,"(701.5, 939.0]",4,11,-7
31251.0,2020-01-17,"(939.0, 1176.5]",3,12,-9
31251.0,2020-01-17,"(1176.5, 1414.0]",3,4,-1
31252.0,2020-01-17,"(390.198, 591.5]",17,18,-1
31252.0,2020-01-17,"(591.5, 792.0]",2,4,-2
31252.0,2020-01-17,"(792.0, 992.5]",1,3,-2
31252.0,2020-01-17,"(992.5, 1193.0]",4,23,-19
31253.0,2020-01-17,"(318.005, 567.75]",12,14,-2
31253.0,2020-01-17,"(567.75, 816.5]",11,14,-3
31253.0,2020-01-17,"(816.5, 1065.25]",1,9,-8
31253.0,2020-01-17,"(1065.25, 1314.0]",2,9,-7
31254.0,2020-01-17,"(432.208, 631.0]",17,22,-5
31254.0,2020-01-17,"(631.0, 829.0]",1,7,-6
31254.0,2020-01-17,"(829.0, 1027.0]",3,7,-4
31254.0,2020-01-17,"(1027.0, 1225.0]",4,14,-10
31255.0,2020-01-17,"(182.82, 479.0]",3,8,-5
31255.0,2020-01-17,"(479.0, 774.0]",9,17,-8
31255.0,2020-01-17,"(774.0, 1069.0]",7,15,-8
31255.0,2020-01-17,"(1069.0, 1364.0]",3,9,-6
31256.0,2020-01-17,"(271.99, 525.5]",10,10,0
31256.0,2020-01-17,"(525.5, 778.0]",3,7,-4
31256.0,2020-01-17,"(778.0, 1030.5]",7,18,-11
31256.0,2020-01-17,"(1030.5, 1283.0]",5,9,-4
31257.0,2020-01-17,"(72.713, 395.75]",1,2,-1
31257.0,2020-01-17,"(395.75, 717.5]",16,32,-16
31257.0,2020-01-17,"(717.5, 1039.25]",15,31,-16
31257.0,2020-01-17,"(1039.25, 1361.0]",12,35,-23
31258.0,2020-01-17,"(28.602, 379.5]",1,2,-1
31258.0,2020-01-17,"(379.5, 729.0]",7,18,-11
31258.0,2020-01-17,"(729.0, 1078.5]",24,54,-30
31258.0,2020-01-17,"(1078.5, 1428.0]",1,2,-1
31259.0,2020-01-17,"(389.262, 574.5]",10,10,0
31259.0,2020-01-17,"(574.5, 759.0]",1,2,-1
31259.0,2020-01-17,"(759.0, 943.5]",1,2,-1
31260.0,2020-01-17,"(370.187, 574.25]",16,19,-3
31260.0,2020-01-17,"(777.5, 980.75]",3,7,-4
31260.0,2020-01-17,"(980.75, 1184.0]",2,15,-13
31261.0,2020-01-17,"(390.329, 558.75]",7,7,0
31261.0,2020-01-17,"(558.75, 726.5]",1,1,0
31261.0,2020-01-17,"(726.5, 894.25]",4,9,-5
31262.0,2020-01-17,"(420.282, 600.5]",6,6,0
31262.0,2020-01-17,"(600.5, 780.0]",2,5,-3
31262.0,2020-01-17,"(780.0, 959.5]",2,6,-4
31262.0,2020-01-17,"(959.5, 1139.0]",2,6,-4
31263.0,2020-01-17,"(405.036, 647.0]",15,23,-8
31263.0,2020-01-17,"(647.0, 888.0]",6,9,-3
31263.0,2020-01-17,"(888.0, 1129.0]",8,18,-10
31263.0,2020-01-17,"(1129.0, 1370.0]",4,5,-1
31264.0,2020-01-17,"(354.059, 590.25]",8,11,-3
31264.0,2020-01-17,"(590.25, 825.5]",2,4,-2
31264.0,2020-01-17,"(825.5, 1060.75]",5,12,-7
31264.0,2020-01-17,"(1060.75, 1296.0]",4,11,-7
31265.0,2020-01-17,"(4.597, 356.75]",2,2,0
31265.0,2020-01-17,"(356.75, 707.5]",15,40,-25
31265.0,2020-01-17,"(707.5, 1058.25]",19,37,-18
31265.0,2020-01-17,"(1058.25, 1409.0]",17,24,-7
31266.0,2020-01-17,"(3.627, 348.25]",2,7,-5
31266.0,2020-01-17,"(348.25, 691.5]",5,20,-15
31266.0,2020-01-17,"(691.5, 1034.75]",12,23,-11
31266.0,2020-01-17,"(1034.75, 1378.0]",11,25,-14
31267.0,2020-01-17,"(8.663, 344.25]",2,2,0
31267.0,2020-01-17,"(344.25, 678.5]",11,23,-12
31267.0,2020-01-17,"(678.5, 1012.75]",11,22,-11
31267.0,2020-01-17,"(1012.75, 1347.0]",13,19,-6
31268.0,2020-01-17,"(16.594, 369.5]",2,4,-2
31268.0,2020-01-17,"(369.5, 721.0]",22,51,-29
31268.0,2020-01-17,"(721.0, 1072.5]",14,28,-14
31268.0,2020-01-17,"(1072.5, 1424.0]",17,26,-9
31269.0,2020-01-17,"(345.915, 618.25]",6,12,-6
31269.0,2020-01-17,"(618.25, 889.5]",17,32,-15
31269.0,2020-01-17,"(889.5, 1160.75]",9,18,-9
31269.0,2020-01-17,"(1160.75, 1432.0]",2,7,-5
31270.0,2020-01-17,"(432.062, 667.5]",11,18,-7
31270.0,2020-01-17,"(667.5, 902.0]",5,7,-2
31270.0,2020-01-17,"(902.0, 1136.5]",9,17,-8
31270.0,2020-01-17,"(1136.5, 1371.0]",2,3,-1
31271.0,2020-01-17,"(412.032, 655.0]",9,11,-2
31271.0,2020-01-17,"(655.0, 897.0]",9,18,-9
31271.0,2020-01-17,"(897.0, 1139.0]",8,22,-14
31271.0,2020-01-17,"(1139.0, 1381.0]",1,2,-1
31272.0,2020-01-17,"(50.835, 343.25]",2,2,0
31272.0,2020-01-17,"(343.25, 634.5]",19,21,-2
31272.0,2020-01-17,"(634.5, 925.75]",12,16,-4
31272.0,2020-01-17,"(925.75, 1217.0]",3,24,-21
31273.0,2020-01-17,"(415.391, 568.25]",1,6,-5
31273.0,2020-01-17,"(720.5, 872.75]",2,2,0
31273.0,2020-01-17,"(872.75, 1025.0]",2,2,0
31274.0,2020-01-17,"(415.179, 621.25]",10,12,-2
31274.0,2020-01-17,"(621.25, 826.5]",4,5,-1
31274.0,2020-01-17,"(826.5, 1031.75]",1,4,-3
31274.0,2020-01-17,"(1031.75, 1237.0]",2,7,-5
31275.0,2020-01-17,"(41.654, 379.5]",3,4,-1
31275.0,2020-01-17,"(379.5, 716.0]",11,25,-14
31275.0,2020-01-17,"(716.0, 1052.5]",8,20,-12
31275.0,2020-01-17,"(1052.5, 1389.0]",15,25,-10
31276.0,2020-01-17,"(464.057, 700.75]",18,22,-4
31276.0,2020-01-17,"(700.75, 936.5]",5,12,-7
31276.0,2020-01-17,"(936.5, 1172.25]",5,22,-17
31276.0,2020-01-17,"(1172.25, 1408.0]",1,2,-1
31277.0,2020-01-17,"(410.997, 662.75]",32,35,-3
31277.0,2020-01-17,"(662.75, 913.5]",9,18,-9
31277.0,2020-01-17,"(913.5, 1164.25]",8,26,-18
31278.0,2020-01-17,"(146.801, 447.75]",1,5,-4
31278.0,2020-01-17,"(447.75, 747.5]",9,26,-17
31278.0,2020-01-17,"(747.5, 1047.25]",8,16,-8
31278.0,2020-01-17,"(1047.25, 1347.0]",19,28,-9
31279.0,2020-01-17,"(428.195, 630.25]",23,24,-1
31279.0,2020-01-17,"(630.25, 831.5]",5,12,-7
31279.0,2020-01-17,"(831.5, 1032.75]",4,11,-7
31279.0,2020-01-17,"(1032.75, 1234.0]",2,12,-10
31280.0,2020-01-17,"(387.015, 634.25]",5,16,-11
31280.0,2020-01-17,"(634.25, 880.5]",1,4,-3
31280.0,2020-01-17,"(880.5, 1126.75]",7,10,-3
31280.0,2020-01-17,"(1126.75, 1373.0]",5,10,-5
31000.0,2020-01-18,"(445.5, 668.25]",1,1,0
31000.0,2020-01-18,"(668.25, 891.0]",1,1,0
,,,,1.0,
,,,,1.0,
31002.0,2020-01-18,"(658.546, 772.5]",1,2,-1
31002.0,2020-01-18,"(772.5, 886.0]",1,1,0
31002.0,2020-01-18,"(886.0, 999.5]",1,1,0
31002.0,2020-01-18,"(999.5, 1113.0]",1,1,0
,,,,2.0,
,,,,2.0,
31005.0,2020-01-18,"(682.898, 708.5]",1,1,0
31005.0,2020-01-18,"(708.5, 734.0]",1,1,0
31006.0,2020-01-18,"(1080.0, 1089.0]",1,1,0
31007.0,2020-01-18,"(479.07, 712.5]",2,3,-1
31009.0,2020-01-18,"(619.867, 653.25]",1,1,0
31010.0,2020-01-18,"(1435.75, 1438.0]",1,1,0
31011.0,2020-01-18,"(422.85, 460.5]",1,1,0
,,,,2.0,
31013.0,2020-01-18,"(562.151, 775.25]",3,5,-2
31013.0,2020-01-18,"(987.5, 1199.75]",1,1,0
31013.0,2020-01-18,"(1199.75, 1412.0]",1,1,0
31014.0,2020-01-18,"(398.25, 674.5]",3,1,2
31014.0,2020-01-18,"(674.5, 950.75]",3,4,-1
31014.0,2020-01-18,"(950.75, 1227.0]",1,3,-2
31015.0,2020-01-18,"(554.294, 731.5]",1,1,0
31015.0,2020-01-18,"(908.0, 1084.5]",1,1,0
31016.0,2020-01-18,"(552.218, 748.5]",2,3,-1
31016.0,2020-01-18,"(748.5, 944.0]",1,1,0
31016.0,2020-01-18,"(1139.5, 1335.0]",1,1,0
31017.0,2020-01-18,"(565.234, 757.5]",1,2,-1
31017.0,2020-01-18,"(1140.5, 1332.0]",1,2,-1
,,,,2.0,
31019.0,2020-01-18,"(633.299, 809.25]",2,3,-1
31019.0,2020-01-18,"(809.25, 984.5]",1,2,-1
,,,,2.0,
31021.0,2020-01-18,"(835.521, 955.75]",1,2,-1
31021.0,2020-01-18,"(1195.25, 1315.0]",1,2,-1
31022.0,2020-01-18,"(586.593, 688.75]",1,1,0
31022.0,2020-01-18,"(790.5, 892.25]",1,1,0
,,,,2.0,
,,,,1.0,
31024.0,2020-01-18,"(111.822, 407.5]",2,2,0
,,,,2.0,
31026.0,2020-01-18,"(638.0, 903.5]",1,2,-1
31027.0,2020-01-18,"(64.413, 211.75]",2,2,0
31028.0,2020-01-18,"(836.75, 845.0]",1,1,0
31029.0,2020-01-18,"(721.75, 847.5]",1,2,-1
31029.0,2020-01-18,"(973.25, 1099.0]",1,1,0
31030.0,2020-01-18,"(740.5, 943.0]",1,4,-3
31030.0,2020-01-18,"(1145.5, 1348.0]",1,1,0
31031.0,2020-01-18,"(635.273, 817.75]",1,3,-2
31031.0,2020-01-18,"(1181.25, 1363.0]",1,1,0
,,,,2.0,
31033.0,2020-01-18,"(670.75, 692.0]",1,1,0
31034.0,2020-01-18,"(700.25, 916.0]",1,1,0
,,,,1.0,
,,,,2.0,
31036.0,2020-01-18,"(721.0, 775.0]",1,1,0
31037.0,2020-01-18,"(762.759, 823.25]",1,2,-1
31037.0,2020-01-18,"(883.5, 943.75]",1,1,0
31038.0,2020-01-18,"(558.56, 669.0]",1,2,-1
31038.0,2020-01-18,"(669.0, 779.0]",1,1,0
31038.0,2020-01-18,"(889.0, 999.0]",1,1,0
31039.0,2020-01-18,"(543.158, 754.5]",2,3,-1
31039.0,2020-01-18,"(965.0, 1175.5]",1,1,0
,,,,1.0,
,,,,1.0,
,,,,2.0,
31042.0,2020-01-18,"(534.788, 588.0]",1,1,0
31043.0,2020-01-18,"(638.761, 698.75]",1,2,-1
31043.0,2020-01-18,"(818.25, 878.0]",1,2,-1
31044.0,2020-01-18,"(722.792, 775.0]",1,1,0
31044.0,2020-01-18,"(879.0, 931.0]",1,1,0
,,,,2.0,
,,,,1.0,
,,,,2.0,
31047.0,2020-01-18,"(492.217, 688.75]",2,4,-2
31047.0,2020-01-18,"(1080.25, 1276.0]",3,1,2
,,,,1.0,
,,,,1.0,
31049.0,2020-01-18,"(1104.25, 1219.0]",1,1,0
31050.0,2020-01-18,"(954.0, 1272.0]",2,1,1
,,,,2.0,
31052.0,2020-01-18,"(699.75, 933.0]",1,1,0
,,,,2.0,
,,,,2.0,
,,,,2.0,
31056.0,2020-01-18,"(644.5, 695.0]",1,1,0
,,,,2.0,
31058.0,2020-01-18,"(195.25, 215.0]",1,1,0
31059.0,2020-01-18,"(537.838, 578.5]",1,1,0
31059.0,2020-01-18,"(659.5, 700.0]",1,1,0
31060.0,2020-01-18,"(501.808, 550.0]",2,2,0
31060.0,2020-01-18,"(598.0, 646.0]",1,1,0
31061.0,2020-01-18,"(462.75, 617.0]",1,1,0
31062.0,2020-01-18,"(518.781, 573.75]",2,2,0
31062.0,2020-01-18,"(573.75, 628.5]",2,3,-1
31062.0,2020-01-18,"(628.5, 683.25]",1,1,0
,,,,2.0,
31064.0,2020-01-18,"(584.651, 672.25]",2,4,-2
31064.0,2020-01-18,"(672.25, 759.5]",2,4,-2
31065.0,2020-01-18,"(882.0, 1176.0]",1,1,0
,,,,2.0,
31067.0,2020-01-18,"(140.525, 259.75]",1,2,-1
,,,,2.0,
,,,,1.0,
,,,,1.0,
31070.0,2020-01-18,"(585.889, 613.75]",1,3,-2
31070.0,2020-01-18,"(613.75, 641.5]",1,1,0
31070.0,2020-01-18,"(669.25, 697.0]",1,1,0
31071.0,2020-01-18,"(415.323, 585.25]",1,2,-1
31071.0,2020-01-18,"(754.5, 923.75]",1,3,-2
31071.0,2020-01-18,"(923.75, 1093.0]",2,1,1
,,,,2.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
31075.0,2020-01-18,"(659.25, 879.0]",1,1,0
31076.0,2020-01-18,"(561.75, 752.5]",1,1,0
31076.0,2020-01-18,"(943.25, 1134.0]",1,1,0
,,,,1.0,
,,,,1.0,
,,,,2.0,
,,,,2.0,
31079.0,2020-01-18,"(790.75, 935.5]",1,3,-2
31079.0,2020-01-18,"(935.5, 1080.25]",1,3,-2
31080.0,2020-01-18,"(574.232, 767.0]",2,3,-1
31080.0,2020-01-18,"(1151.0, 1343.0]",1,1,0
,,,,2.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
,,,,1.0,
31084.0,2020-01-18,"(666.75, 889.0]",1,1,0
31085.0,2020-01-18,"(471.75, 629.0]",2,1,1
31086.0,2020-01-18,"(721.0, 753.0]",1,1,0
,,,,2.0,
,,,,2.0,
31089.0,2020-01-18,"(544.208, 743.0]",1,2,-1
31089.0,2020-01-18,"(941.0, 1139.0]",1,1,0
31089.0,2020-01-18,"(1139.0, 1337.0]",1,1,0
,,,,2.0,
31091.0,2020-01-18,"(12.294, 189.5]",1,1,0
31092.0,2020-01-18,"(111.0, 148.0]",1,1,0
,,,,2.0,
31094.0,2020-01-18,"(952.25, 1001.0]",1,1,0
,,,,2.0,
31096.0,2020-01-18,"(582.5, 608.75]",1,1,0
31096.0,2020-01-18,"(608.75, 635.0]",1,1,0
31097.0,2020-01-18,"(498.747, 562.25]",1,1,0
31097.0,2020-01-18,"(562.25, 625.5]",1,2,-1
31097.0,2020-01-18,"(688.75, 752.0]",1,2,-1
31098.0,2020-01-18,"(708.5, 743.0]",1,1,0
31099.0,2020-01-18,"(495.086, 724.5]",2,3,-1
31099.0,2020-01-18,"(1181.5, 1410.0]",1,2,-1
31100.0,2020-01-18,"(604.692, 682.0]",1,1,0
31100.0,2020-01-18,"(682.0, 759.0]",2,2,0
31100.0,2020-01-18,"(836.0, 913.0]",1,2,-1
31101.0,2020-01-18,"(5.594, 358.5]",2,8,-6
31101.0,2020-01-18,"(358.5, 710.0]",11,17,-6
31101.0,2020-01-18,"(710.0, 1061.5]",16,30,-14
31101.0,2020-01-18,"(1061.5, 1413.0]",11,18,-7
31102.0,2020-01-18,"(55.937, 322.75]",1,6,-5
31102.0,2020-01-18,"(322.75, 588.5]",1,2,-1
31102.0,2020-01-18,"(588.5, 854.25]",2,4,-2
31102.0,2020-01-18,"(854.25, 1120.0]",1,4,-3
31103.0,2020-01-18,"(477.051, 715.25]",4,14,-10
31103.0,2020-01-18,"(715.25, 952.5]",6,13,-7
31103.0,2020-01-18,"(952.5, 1189.75]",1,4,-3
31103.0,2020-01-18,"(1189.75, 1427.0]",1,4,-3
31104.0,2020-01-18,"(29.677, 361.75]",1,3,-2
31104.0,2020-01-18,"(361.75, 692.5]",6,18,-12
31104.0,2020-01-18,"(692.5, 1023.25]",4,7,-3
31104.0,2020-01-18,"(1023.25, 1354.0]",6,9,-3
,,,,2.0,
,,,,2.0,
,,,,1.0,
,,,,2.0,
31106.0,2020-01-18,"(1048.5, 1398.0]",2,1,1
31107.0,2020-01-18,"(345.915, 618.25]",2,6,-4
31107.0,2020-01-18,"(618.25, 889.5]",3,14,-11
31107.0,2020-01-18,"(889.5, 1160.75]",2,5,-3
31107.0,2020-01-18,"(1160.75, 1432.0]",7,9,-2
31108.0,2020-01-18,"(33.625, 378.75]",2,2,0
31108.0,2020-01-18,"(378.75, 722.5]",2,9,-7
31108.0,2020-01-18,"(722.5, 1066.25]",2,6,-4
31108.0,2020-01-18,"(1066.25, 1410.0]",5,5,0
31109.0,2020-01-18,"(2.59, 356.5]",3,8,-5
31109.0,2020-01-18,"(356.5, 709.0]",1,7,-6
31109.0,2020-01-18,"(709.0, 1061.5]",3,4,-1
31109.0,2020-01-18,"(1061.5, 1414.0]",9,14,-5
31110.0,2020-01-18,"(466.149, 679.75]",11,21,-10
31110.0,2020-01-18,"(679.75, 892.5]",9,16,-7
31110.0,2020-01-18,"(892.5, 1105.25]",2,2,0
31110.0,2020-01-18,"(1105.25, 1318.0]",1,4,-3
31111.0,2020-01-18,"(30.629, 374.75]",1,3,-2
31111.0,2020-01-18,"(374.75, 717.5]",5,12,-7
31111.0,2020-01-18,"(717.5, 1060.25]",6,14,-8
31111.0,2020-01-18,"(1060.25, 1403.0]",8,14,-6
,,,,2.0,
31113.0,2020-01-18,"(0.646, 340.5]",1,3,-2
31113.0,2020-01-18,"(340.5, 679.0]",3,7,-4
31113.0,2020-01-18,"(679.0, 1017.5]",1,6,-5
31113.0,2020-01-18,"(1017.5, 1356.0]",2,9,-7
31114.0,2020-01-18,"(7.602, 358.5]",3,5,-2
31114.0,2020-01-18,"(358.5, 708.0]",2,13,-11
31114.0,2020-01-18,"(708.0, 1057.5]",5,10,-5
31114.0,2020-01-18,"(1057.5, 1407.0]",4,9,-5
31115.0,2020-01-18,"(23.807, 323.25]",2,3,-1
31115.0,2020-01-18,"(323.25, 621.5]",2,12,-10
31115.0,2020-01-18,"(621.5, 919.75]",2,6,-4
31115.0,2020-01-18,"(919.75, 1218.0]",2,6,-4
31116.0,2020-01-18,"(21.68, 353.0]",3,5,-2
31116.0,2020-01-18,"(353.0, 683.0]",6,13,-7
31116.0,2020-01-18,"(683.0, 1013.0]",4,8,-4
31116.0,2020-01-18,"(1013.0, 1343.0]",2,5,-3
31117.0,2020-01-18,"(380.0, 726.0]",2,2,0
31117.0,2020-01-18,"(726.0, 1072.0]",4,18,-14
31117.0,2020-01-18,"(1072.0, 1418.0]",2,8,-6
31118.0,2020-01-18,"(375.026, 619.5]",1,3,-2
31118.0,2020-01-18,"(863.0, 1106.5]",1,2,-1
31118.0,2020-01-18,"(1106.5, 1350.0]",2,2,0
31119.0,2020-01-18,"(16.595, 369.25]",1,2,-1
31119.0,2020-01-18,"(369.25, 720.5]",5,11,-6
31119.0,2020-01-18,"(720.5, 1071.75]",6,11,-5
31119.0,2020-01-18,"(1071.75, 1423.0]",3,5,-2
31120.0,2020-01-18,"(401.021, 646.75]",1,5,-4
31120.0,2020-01-18,"(646.75, 891.5]",6,10,-4
31120.0,2020-01-18,"(891.5, 1136.25]",1,2,-1
31120.0,2020-01-18,"(1136.25, 1381.0]",3,4,-1
31121.0,2020-01-18,"(543.75, 683.5]",2,2,0
31121.0,2020-01-18,"(683.5, 823.25]",1,4,-3
31121.0,2020-01-18,"(823.25, 963.0]",1,2,-1
31122.0,2020-01-18,"(254.829, 548.75]",2,4,-2
31122.0,2020-01-18,"(548.75, 841.5]",4,7,-3
31122.0,2020-01-18,"(841.5, 1134.25]",1,2,-1
31122.0,2020-01-18,"(1134.25, 1427.0]",1,4,-3
31123.0,2020-01-18,"(393.009, 641.75]",1,4,-3
31123.0,2020-01-18,"(641.75, 889.5]",3,5,-2
31123.0,2020-01-18,"(889.5, 1137.25]",1,2,-1
31123.0,2020-01-18,"(1137.25, 1385.0]",1,2,-1
31124.0,2020-01-18,"(506.092, 734.0]",8,28,-20
31124.0,2020-01-18,"(734.0, 961.0]",3,11,-8
31124.0,2020-01-18,"(961.0, 1188.0]",3,6,-3
31124.0,2020-01-18,"(1188.0, 1415.0]",1,9,-8
31125.0,2020-01-18,"(5.694, 333.5]",1,1,0
31125.0,2020-01-18,"(333.5, 660.0]",3,9,-6
31125.0,2020-01-18,"(660.0, 986.5]",11,15,-4
31125.0,2020-01-18,"(986.5, 1313.0]",3,5,-2
31126.0,2020-01-18,"(40.607, 390.25]",3,5,-2
31126.0,2020-01-18,"(390.25, 738.5]",1,13,-12
31126.0,2020-01-18,"(738.5, 1086.75]",4,10,-6
31126.0,2020-01-18,"(1086.75, 1435.0]",4,10,-6
,,,,2.0,
31128.0,2020-01-18,"(35.643, 376.25]",1,3,-2
31128.0,2020-01-18,"(376.25, 715.5]",6,11,-5
31128.0,2020-01-18,"(715.5, 1054.75]",5,12,-7
31128.0,2020-01-18,"(1054.75, 1394.0]",4,7,-3
31129.0,2020-01-18,"(0.766, 310.5]",2,2,0
31129.0,2020-01-18,"(310.5, 619.0]",3,3,0
31129.0,2020-01-18,"(619.0, 927.5]",7,13,-6
31129.0,2020-01-18,"(927.5, 1236.0]",1,1,0
31130.0,2020-01-18,"(551.139, 767.25]",1,8,-7
31130.0,2020-01-18,"(982.5, 1197.75]",2,2,0
31130.0,2020-01-18,"(1197.75, 1413.0]",3,2,1
31131.0,2020-01-18,"(487.053, 724.75]",2,5,-3
31131.0,2020-01-18,"(724.75, 961.5]",1,1,0
31131.0,2020-01-18,"(961.5, 1198.25]",2,5,-3
31131.0,2020-01-18,"(1198.25, 1435.0]",1,3,-2
31200.0,2020-01-18,"(15.7, 342.0]",3,7,-4
31200.0,2020-01-18,"(342.0, 667.0]",5,6,-1
31200.0,2020-01-18,"(667.0, 992.0]",14,16,-2
31200.0,2020-01-18,"(992.0, 1317.0]",2,6,-4
31201.0,2020-01-18,"(21.689, 350.75]",2,3,-1
31201.0,2020-01-18,"(350.75, 678.5]",17,26,-9
31201.0,2020-01-18,"(678.5, 1006.25]",5,16,-11
31201.0,2020-01-18,"(1006.25, 1334.0]",8,18,-10
31202.0,2020-01-18,"(62.625, 407.75]",1,3,-2
31202.0,2020-01-18,"(407.75, 751.5]",10,16,-6
31202.0,2020-01-18,"(751.5, 1095.25]",6,10,-4
31202.0,2020-01-18,"(1095.25, 1439.0]",3,7,-4
31203.0,2020-01-18,"(7.596, 360.0]",2,4,-2
31203.0,2020-01-18,"(360.0, 711.0]",12,22,-10
31203.0,2020-01-18,"(711.0, 1062.0]",9,13,-4
31203.0,2020-01-18,"(1062.0, 1413.0]",9,20,-11
31204.0,2020-01-18,"(6.841, 297.75]",2,2,0
31204.0,2020-01-18,"(297.75, 587.5]",1,2,-1
31204.0,2020-01-18,"(587.5, 877.25]",5,7,-2
31204.0,2020-01-18,"(877.25, 1167.0]",4,9,-5
31205.0,2020-01-18,"(416.054, 653.5]",4,5,-1
31205.0,2020-01-18,"(653.5, 890.0]",3,7,-4
31205.0,2020-01-18,"(890.0, 1126.5]",1,2,-1
,,,,2.0,
,,,,1.0,
,,,,1.0,
31208.0,2020-01-18,"(479.043, 719.25]",2,3,-1
31208.0,2020-01-18,"(719.25, 958.5]",1,1,0
31209.0,2020-01-18,"(536.361, 696.75]",1,2,-1
31209.0,2020-01-18,"(696.75, 856.5]",2,2,0
31209.0,2020-01-18,"(856.5, 1016.25]",1,1,0
31211.0,2020-01-18,"(753.398, 904.5]",1,3,-2
31211.0,2020-01-18,"(1055.0, 1205.5]",1,1,0
31211.0,2020-01-18,"(1205.5, 1356.0]",1,1,0
