0,1,2,3,4,5
31244.0,2019-11-04,"(396.058, 632.5]",19,30,-11
31244.0,2019-11-04,"(632.5, 868.0]",5,12,-7
31244.0,2019-11-04,"(868.0, 1103.5]",10,31,-21
31244.0,2019-11-04,"(1103.5, 1339.0]",8,10,-2
31245.0,2019-11-04,"(385.035, 627.25]",10,23,-13
31245.0,2019-11-04,"(627.25, 868.5]",7,12,-5
31245.0,2019-11-04,"(868.5, 1109.75]",15,32,-17
31245.0,2019-11-04,"(1109.75, 1351.0]",8,18,-10
31246.0,2019-11-04,"(396.032, 639.0]",17,24,-7
31246.0,2019-11-04,"(639.0, 881.0]",9,15,-6
31246.0,2019-11-04,"(881.0, 1123.0]",20,44,-24
31246.0,2019-11-04,"(1123.0, 1365.0]",12,18,-6
31247.0,2019-11-04,"(343.004, 593.0]",18,25,-7
31247.0,2019-11-04,"(593.0, 842.0]",33,62,-29
31247.0,2019-11-04,"(842.0, 1091.0]",24,50,-26
31247.0,2019-11-04,"(1091.0, 1340.0]",8,14,-6
31248.0,2019-11-04,"(347.18, 553.0]",18,22,-4
31248.0,2019-11-04,"(553.0, 758.0]",8,14,-6
31248.0,2019-11-04,"(758.0, 963.0]",14,35,-21
31248.0,2019-11-04,"(963.0, 1168.0]",18,37,-19
31249.0,2019-11-04,"(408.074, 640.5]",8,12,-4
31249.0,2019-11-04,"(640.5, 872.0]",15,28,-13
31249.0,2019-11-04,"(872.0, 1103.5]",9,25,-16
31249.0,2019-11-04,"(1103.5, 1335.0]",2,4,-2
31250.0,2019-11-04,"(338.959, 600.25]",19,23,-4
31250.0,2019-11-04,"(600.25, 860.5]",2,6,-4
31250.0,2019-11-04,"(860.5, 1120.75]",6,27,-21
31250.0,2019-11-04,"(1120.75, 1381.0]",2,6,-4
31251.0,2019-11-04,"(244.854, 532.5]",15,31,-16
31251.0,2019-11-04,"(532.5, 819.0]",10,27,-17
31251.0,2019-11-04,"(819.0, 1105.5]",18,34,-16
31251.0,2019-11-04,"(1105.5, 1392.0]",12,21,-9
31252.0,2019-11-04,"(372.222, 567.5]",16,17,-1
31252.0,2019-11-04,"(567.5, 762.0]",1,2,-1
31252.0,2019-11-04,"(956.5, 1151.0]",3,5,-2
31253.0,2019-11-04,"(387.138, 603.5]",19,20,-1
31253.0,2019-11-04,"(603.5, 819.0]",6,10,-4
31253.0,2019-11-04,"(819.0, 1034.5]",7,18,-11
31253.0,2019-11-04,"(1034.5, 1250.0]",2,17,-15
31254.0,2019-11-04,"(348.018, 594.5]",20,23,-3
31254.0,2019-11-04,"(594.5, 840.0]",7,12,-5
31254.0,2019-11-04,"(840.0, 1085.5]",6,26,-20
31254.0,2019-11-04,"(1085.5, 1331.0]",3,9,-6
31255.0,2019-11-04,"(358.923, 629.25]",10,14,-4
31255.0,2019-11-04,"(629.25, 898.5]",8,18,-10
31255.0,2019-11-04,"(898.5, 1167.75]",12,31,-19
31255.0,2019-11-04,"(1167.75, 1437.0]",4,7,-3
31256.0,2019-11-04,"(282.031, 525.25]",11,14,-3
31256.0,2019-11-04,"(525.25, 767.5]",8,17,-9
31256.0,2019-11-04,"(767.5, 1009.75]",5,9,-4
31256.0,2019-11-04,"(1009.75, 1252.0]",9,25,-16
31257.0,2019-11-04,"(50.693, 378.75]",2,4,-2
31257.0,2019-11-04,"(378.75, 705.5]",14,26,-12
31257.0,2019-11-04,"(705.5, 1032.25]",13,26,-13
31257.0,2019-11-04,"(1032.25, 1359.0]",13,40,-27
31258.0,2019-11-04,"(541.233, 733.75]",17,41,-24
31258.0,2019-11-04,"(733.75, 925.5]",26,51,-25
31258.0,2019-11-04,"(925.5, 1117.25]",9,20,-11
31258.0,2019-11-04,"(1117.25, 1309.0]",5,8,-3
31259.0,2019-11-04,"(449.012, 697.0]",14,14,0
31259.0,2019-11-04,"(697.0, 944.0]",3,7,-4
31259.0,2019-11-04,"(944.0, 1191.0]",2,17,-15
31259.0,2019-11-04,"(1191.0, 1438.0]",2,4,-2
31260.0,2019-11-04,"(331.988, 586.0]",20,28,-8
31260.0,2019-11-04,"(586.0, 839.0]",3,4,-1
31260.0,2019-11-04,"(839.0, 1092.0]",10,30,-20
31260.0,2019-11-04,"(1092.0, 1345.0]",6,17,-11
31261.0,2019-11-04,"(422.395, 574.25]",17,19,-2
31261.0,2019-11-04,"(574.25, 725.5]",2,11,-9
31261.0,2019-11-04,"(725.5, 876.75]",1,5,-4
31262.0,2019-11-04,"(321.231, 514.25]",8,11,-3
31262.0,2019-11-04,"(514.25, 706.5]",8,13,-5
31262.0,2019-11-04,"(706.5, 898.75]",9,13,-4
31262.0,2019-11-04,"(898.75, 1091.0]",8,21,-13
31263.0,2019-11-04,"(319.033, 561.75]",18,31,-13
31263.0,2019-11-04,"(561.75, 803.5]",8,18,-10
31263.0,2019-11-04,"(803.5, 1045.25]",14,27,-13
31263.0,2019-11-04,"(1045.25, 1287.0]",6,23,-17
31264.0,2019-11-04,"(407.0, 718.0]",18,1,17
31264.0,2019-11-04,"(718.0, 1029.0]",5,23,-18
31264.0,2019-11-04,"(1029.0, 1340.0]",9,17,-8
31265.0,2019-11-04,"(3.578, 360.5]",2,4,-2
31265.0,2019-11-04,"(360.5, 716.0]",19,53,-34
31265.0,2019-11-04,"(716.0, 1071.5]",24,42,-18
31265.0,2019-11-04,"(1071.5, 1427.0]",21,35,-14
31266.0,2019-11-04,"(49.666, 384.5]",3,10,-7
31266.0,2019-11-04,"(384.5, 718.0]",9,26,-17
31266.0,2019-11-04,"(718.0, 1051.5]",15,27,-12
31266.0,2019-11-04,"(1051.5, 1385.0]",29,45,-16
31267.0,2019-11-04,"(391.5, 735.0]",36,2,34
31267.0,2019-11-04,"(735.0, 1078.5]",24,72,-48
31267.0,2019-11-04,"(1078.5, 1422.0]",21,49,-28
31268.0,2019-11-04,"(339.04, 580.0]",10,35,-25
31268.0,2019-11-04,"(580.0, 820.0]",2,2,0
31268.0,2019-11-04,"(820.0, 1060.0]",13,24,-11
31268.0,2019-11-04,"(1060.0, 1300.0]",19,29,-10
31269.0,2019-11-04,"(368.25, 716.5]",7,1,6
31269.0,2019-11-04,"(716.5, 1064.75]",13,13,0
31269.0,2019-11-04,"(1064.75, 1413.0]",10,28,-18
31270.0,2019-11-04,"(384.21, 582.5]",21,29,-8
31270.0,2019-11-04,"(582.5, 780.0]",3,10,-7
31270.0,2019-11-04,"(780.0, 977.5]",9,15,-6
31270.0,2019-11-04,"(977.5, 1175.0]",13,31,-18
31271.0,2019-11-04,"(383.962, 644.5]",19,23,-4
31271.0,2019-11-04,"(644.5, 904.0]",13,23,-10
31271.0,2019-11-04,"(904.0, 1163.5]",15,43,-28
31271.0,2019-11-04,"(1163.5, 1423.0]",1,7,-6
31272.0,2019-11-04,"(19.632, 363.0]",1,2,-1
31272.0,2019-11-04,"(363.0, 705.0]",30,35,-5
31272.0,2019-11-04,"(705.0, 1047.0]",17,48,-31
31272.0,2019-11-04,"(1047.0, 1389.0]",2,8,-6
31273.0,2019-11-04,"(437.094, 664.5]",3,8,-5
31273.0,2019-11-04,"(664.5, 891.0]",3,5,-2
31273.0,2019-11-04,"(891.0, 1117.5]",1,3,-2
31273.0,2019-11-04,"(1117.5, 1344.0]",2,3,-1
31274.0,2019-11-04,"(347.001, 597.75]",18,19,-1
31274.0,2019-11-04,"(597.75, 847.5]",4,8,-4
31274.0,2019-11-04,"(847.5, 1097.25]",9,25,-16
31274.0,2019-11-04,"(1097.25, 1347.0]",6,21,-15
31275.0,2019-11-04,"(294.919, 566.25]",28,36,-8
31275.0,2019-11-04,"(566.25, 836.5]",16,29,-13
31275.0,2019-11-04,"(836.5, 1106.75]",17,42,-25
31275.0,2019-11-04,"(1106.75, 1377.0]",9,19,-10
31276.0,2019-11-04,"(376.033, 618.75]",14,17,-3
31276.0,2019-11-04,"(618.75, 860.5]",8,18,-10
31276.0,2019-11-04,"(860.5, 1102.25]",7,23,-16
31276.0,2019-11-04,"(1102.25, 1344.0]",4,8,-4
31277.0,2019-11-04,"(407.148, 621.0]",34,41,-7
31277.0,2019-11-04,"(621.0, 834.0]",3,8,-5
31277.0,2019-11-04,"(834.0, 1047.0]",18,41,-23
31277.0,2019-11-04,"(1047.0, 1260.0]",9,31,-22
31278.0,2019-11-04,"(423.078, 654.5]",7,28,-21
31278.0,2019-11-04,"(654.5, 885.0]",7,11,-4
31278.0,2019-11-04,"(885.0, 1115.5]",17,23,-6
31278.0,2019-11-04,"(1115.5, 1346.0]",13,22,-9
31279.0,2019-11-04,"(382.252, 570.0]",20,23,-3
31279.0,2019-11-04,"(570.0, 757.0]",12,16,-4
31279.0,2019-11-04,"(757.0, 944.0]",5,12,-7
31279.0,2019-11-04,"(944.0, 1131.0]",8,34,-26
31280.0,2019-11-04,"(355.053, 592.75]",4,16,-12
31280.0,2019-11-04,"(592.75, 829.5]",3,5,-2
31280.0,2019-11-04,"(829.5, 1066.25]",4,8,-4
31280.0,2019-11-04,"(1066.25, 1303.0]",23,27,-4
31000.0,2019-11-05,"(491.434, 633.5]",2,4,-2
31000.0,2019-11-05,"(775.0, 916.5]",1,2,-1
31000.0,2019-11-05,"(916.5, 1058.0]",1,1,0
31001.0,2019-11-05,"(566.294, 743.5]",1,2,-1
31001.0,2019-11-05,"(920.0, 1096.5]",3,5,-2
31001.0,2019-11-05,"(1096.5, 1273.0]",1,2,-1
31002.0,2019-11-05,"(381.206, 580.5]",7,12,-5
31002.0,2019-11-05,"(580.5, 779.0]",2,3,-1
31002.0,2019-11-05,"(779.0, 977.5]",2,6,-4
31002.0,2019-11-05,"(977.5, 1176.0]",3,5,-2
31003.0,2019-11-05,"(372.051, 610.25]",4,7,-3
31003.0,2019-11-05,"(610.25, 847.5]",1,2,-1
31003.0,2019-11-05,"(847.5, 1084.75]",2,5,-3
31003.0,2019-11-05,"(1084.75, 1322.0]",3,7,-4
31004.0,2019-11-05,"(889.5, 1087.25]",1,3,-2
31004.0,2019-11-05,"(1087.25, 1285.0]",2,2,0
31005.0,2019-11-05,"(427.159, 638.25]",5,9,-4
31005.0,2019-11-05,"(638.25, 848.5]",1,3,-2
31005.0,2019-11-05,"(848.5, 1058.75]",6,11,-5
31005.0,2019-11-05,"(1058.75, 1269.0]",2,5,-3
31006.0,2019-11-05,"(-1.109, 277.25]",1,1,0
31006.0,2019-11-05,"(554.5, 831.75]",1,2,-1
31006.0,2019-11-05,"(831.75, 1109.0]",3,4,-1
31007.0,2019-11-05,"(329.035, 571.25]",12,31,-19
31007.0,2019-11-05,"(571.25, 812.5]",11,20,-9
31007.0,2019-11-05,"(812.5, 1053.75]",8,19,-11
31007.0,2019-11-05,"(1053.75, 1295.0]",7,20,-13
31009.0,2019-11-05,"(428.25, 616.5]",7,8,-1
31009.0,2019-11-05,"(616.5, 804.0]",1,2,-1
31009.0,2019-11-05,"(991.5, 1179.0]",2,6,-4
31010.0,2019-11-05,"(484.126, 703.5]",1,5,-4
31010.0,2019-11-05,"(703.5, 922.0]",1,1,0
31010.0,2019-11-05,"(922.0, 1140.5]",2,2,0
31010.0,2019-11-05,"(1140.5, 1359.0]",4,9,-5
31011.0,2019-11-05,"(324.991, 578.25]",9,14,-5
31011.0,2019-11-05,"(578.25, 830.5]",6,7,-1
31011.0,2019-11-05,"(830.5, 1082.75]",2,8,-6
31011.0,2019-11-05,"(1082.75, 1335.0]",4,10,-6
31012.0,2019-11-05,"(358.178, 564.5]",9,10,-1
31012.0,2019-11-05,"(564.5, 770.0]",1,3,-2
31012.0,2019-11-05,"(770.0, 975.5]",2,6,-4
31012.0,2019-11-05,"(975.5, 1181.0]",1,8,-7
31013.0,2019-11-05,"(648.0, 857.0]",2,5,-3
31013.0,2019-11-05,"(857.0, 1066.0]",4,3,1
31013.0,2019-11-05,"(1066.0, 1275.0]",3,9,-6
31014.0,2019-11-05,"(382.034, 624.5]",26,30,-4
31014.0,2019-11-05,"(624.5, 866.0]",8,11,-3
31014.0,2019-11-05,"(866.0, 1107.5]",14,29,-15
31014.0,2019-11-05,"(1107.5, 1349.0]",6,10,-4
31015.0,2019-11-05,"(305.985, 560.75]",13,14,-1
31015.0,2019-11-05,"(560.75, 814.5]",3,6,-3
31015.0,2019-11-05,"(814.5, 1068.25]",5,11,-6
31015.0,2019-11-05,"(1068.25, 1322.0]",3,6,-3
31016.0,2019-11-05,"(302.027, 546.25]",6,12,-6
31016.0,2019-11-05,"(546.25, 789.5]",4,7,-3
31016.0,2019-11-05,"(789.5, 1032.75]",4,8,-4
31016.0,2019-11-05,"(1032.75, 1276.0]",6,15,-9
31017.0,2019-11-05,"(380.5, 634.0]",1,1,0
31017.0,2019-11-05,"(887.5, 1141.0]",1,4,-3
31018.0,2019-11-05,"(982.5, 1181.0]",5,6,-1
31019.0,2019-11-05,"(868.533, 985.75]",1,2,-1
31019.0,2019-11-05,"(985.75, 1102.5]",1,1,0
31020.0,2019-11-05,"(610.36, 771.0]",1,2,-1
31020.0,2019-11-05,"(931.0, 1091.0]",4,5,-1
31020.0,2019-11-05,"(1091.0, 1251.0]",1,6,-5
31021.0,2019-11-05,"(366.05, 604.5]",1,7,-6
31021.0,2019-11-05,"(842.0, 1079.5]",3,3,0
31021.0,2019-11-05,"(1079.5, 1317.0]",3,6,-3
31022.0,2019-11-05,"(404.1, 630.0]",1,5,-4
31022.0,2019-11-05,"(630.0, 855.0]",2,4,-2
31022.0,2019-11-05,"(855.0, 1080.0]",1,3,-2
31022.0,2019-11-05,"(1080.0, 1305.0]",5,11,-6
31023.0,2019-11-05,"(385.979, 642.25]",1,4,-3
31023.0,2019-11-05,"(897.5, 1152.75]",3,8,-5
31023.0,2019-11-05,"(1152.75, 1408.0]",1,7,-6
31024.0,2019-11-05,"(424.038, 665.5]",6,15,-9
31024.0,2019-11-05,"(665.5, 906.0]",3,5,-2
31024.0,2019-11-05,"(906.0, 1146.5]",10,17,-7
31024.0,2019-11-05,"(1146.5, 1387.0]",1,8,-7
31025.0,2019-11-05,"(428.289, 606.75]",4,7,-3
31025.0,2019-11-05,"(606.75, 784.5]",1,4,-3
31026.0,2019-11-05,"(370.0, 707.0]",3,1,2
31026.0,2019-11-05,"(707.0, 1044.0]",3,7,-4
31026.0,2019-11-05,"(1044.0, 1381.0]",2,5,-3
31027.0,2019-11-05,"(723.0, 911.5]",2,3,-1
31027.0,2019-11-05,"(911.5, 1100.0]",2,3,-1
31028.0,2019-11-05,"(446.173, 653.75]",2,2,0
31028.0,2019-11-05,"(860.5, 1067.25]",1,3,-2
31028.0,2019-11-05,"(1067.25, 1274.0]",2,4,-2
31029.0,2019-11-05,"(667.0, 890.0]",2,10,-8
31029.0,2019-11-05,"(890.0, 1113.0]",7,4,3
31029.0,2019-11-05,"(1113.0, 1336.0]",2,7,-5
31030.0,2019-11-05,"(643.25, 835.5]",2,6,-4
31030.0,2019-11-05,"(835.5, 1027.75]",2,3,-1
31030.0,2019-11-05,"(1027.75, 1220.0]",5,3,2
31031.0,2019-11-05,"(1020.25, 1204.0]",4,3,1
31032.0,2019-11-05,"(602.0, 755.0]",1,1,0
31032.0,2019-11-05,"(908.0, 1061.0]",4,2,2
31033.0,2019-11-05,"(486.112, 709.0]",1,3,-2
31033.0,2019-11-05,"(709.0, 931.0]",2,5,-3
31033.0,2019-11-05,"(931.0, 1153.0]",3,4,-1
31034.0,2019-11-05,"(411.0, 662.0]",2,6,-4
31034.0,2019-11-05,"(662.0, 912.0]",2,3,-1
31034.0,2019-11-05,"(912.0, 1162.0]",2,6,-4
31034.0,2019-11-05,"(1162.0, 1412.0]",2,2,0
31035.0,2019-11-05,"(134.713, 457.75]",1,2,-1
31035.0,2019-11-05,"(457.75, 779.5]",2,4,-2
31035.0,2019-11-05,"(779.5, 1101.25]",2,6,-4
31035.0,2019-11-05,"(1101.25, 1423.0]",4,6,-2
31036.0,2019-11-05,"(921.5, 1164.75]",7,7,0
31036.0,2019-11-05,"(1164.75, 1408.0]",2,1,1
31037.0,2019-11-05,"(411.031, 654.25]",21,30,-9
31037.0,2019-11-05,"(654.25, 896.5]",4,9,-5
31037.0,2019-11-05,"(896.5, 1138.75]",6,22,-16
31037.0,2019-11-05,"(1138.75, 1381.0]",2,10,-8
31038.0,2019-11-05,"(391.048, 630.0]",1,2,-1
31038.0,2019-11-05,"(630.0, 868.0]",2,5,-3
31038.0,2019-11-05,"(868.0, 1106.0]",3,5,-2
31038.0,2019-11-05,"(1106.0, 1344.0]",2,4,-2
31039.0,2019-11-05,"(358.027, 602.25]",4,11,-7
31039.0,2019-11-05,"(602.25, 845.5]",1,5,-4
31039.0,2019-11-05,"(845.5, 1088.75]",6,11,-5
31039.0,2019-11-05,"(1088.75, 1332.0]",6,11,-5
31040.0,2019-11-05,"(457.124, 677.0]",5,5,0
31040.0,2019-11-05,"(677.0, 896.0]",2,4,-2
31040.0,2019-11-05,"(896.0, 1115.0]",2,5,-3
31041.0,2019-11-05,"(444.236, 636.0]",2,3,-1
31041.0,2019-11-05,"(636.0, 827.0]",2,2,0
31041.0,2019-11-05,"(827.0, 1018.0]",2,3,-1
31041.0,2019-11-05,"(1018.0, 1209.0]",5,7,-2
31042.0,2019-11-05,"(438.074, 670.5]",13,15,-2
31042.0,2019-11-05,"(670.5, 902.0]",3,7,-4
31042.0,2019-11-05,"(902.0, 1133.5]",2,11,-9
31042.0,2019-11-05,"(1133.5, 1365.0]",2,5,-3
31043.0,2019-11-05,"(488.274, 670.5]",2,3,-1
31043.0,2019-11-05,"(670.5, 852.0]",1,5,-4
31043.0,2019-11-05,"(852.0, 1033.5]",1,2,-1
31043.0,2019-11-05,"(1033.5, 1215.0]",2,4,-2
31044.0,2019-11-05,"(640.5, 843.0]",2,2,0
31044.0,2019-11-05,"(1045.5, 1248.0]",3,4,-1
31045.0,2019-11-05,"(500.157, 711.75]",1,2,-1
31045.0,2019-11-05,"(711.75, 922.5]",1,2,-1
31045.0,2019-11-05,"(922.5, 1133.25]",2,2,0
31045.0,2019-11-05,"(1133.25, 1344.0]",1,1,0
,,,,1.0,
,,,,1.0,
31047.0,2019-11-05,"(350.971, 609.25]",9,17,-8
31047.0,2019-11-05,"(609.25, 866.5]",10,12,-2
31047.0,2019-11-05,"(866.5, 1123.75]",9,26,-17
31047.0,2019-11-05,"(1123.75, 1381.0]",4,12,-8
31048.0,2019-11-05,"(402.047, 641.25]",4,7,-3
31048.0,2019-11-05,"(641.25, 879.5]",1,1,0
31048.0,2019-11-05,"(879.5, 1117.75]",2,7,-5
31049.0,2019-11-05,"(353.014, 600.5]",1,4,-3
31049.0,2019-11-05,"(600.5, 847.0]",1,2,-1
31049.0,2019-11-05,"(847.0, 1093.5]",2,5,-3
31049.0,2019-11-05,"(1093.5, 1340.0]",4,7,-3
31050.0,2019-11-05,"(841.5, 951.0]",1,1,0
31051.0,2019-11-05,"(5.686, 335.5]",1,2,-1
31051.0,2019-11-05,"(664.0, 992.5]",5,6,-1
31051.0,2019-11-05,"(992.5, 1321.0]",7,6,1
31052.0,2019-11-05,"(311.071, 544.25]",3,6,-3
31052.0,2019-11-05,"(776.5, 1008.75]",1,3,-2
31052.0,2019-11-05,"(1008.75, 1241.0]",7,1,6
31053.0,2019-11-05,"(863.5, 1013.75]",1,2,-1
31053.0,2019-11-05,"(1013.75, 1164.0]",1,2,-1
31054.0,2019-11-05,"(931.782, 986.5]",1,2,-1
31054.0,2019-11-05,"(1041.0, 1095.5]",1,1,0
31054.0,2019-11-05,"(1095.5, 1150.0]",1,1,0
31055.0,2019-11-05,"(728.0, 917.5]",3,2,1
31055.0,2019-11-05,"(917.5, 1107.0]",3,1,2
31056.0,2019-11-05,"(27.6, 379.0]",1,1,0
31056.0,2019-11-05,"(729.0, 1079.0]",2,2,0
31056.0,2019-11-05,"(1079.0, 1429.0]",2,3,-1
31057.0,2019-11-05,"(731.351, 894.25]",1,1,0
31057.0,2019-11-05,"(894.25, 1056.5]",1,1,0
31057.0,2019-11-05,"(1218.75, 1381.0]",2,3,-1
,,,,2.0,
31059.0,2019-11-05,"(344.172, 552.0]",1,5,-4
31059.0,2019-11-05,"(759.0, 966.0]",2,1,1
31059.0,2019-11-05,"(966.0, 1173.0]",3,3,0
31060.0,2019-11-05,"(365.75, 716.5]",1,1,0
31060.0,2019-11-05,"(716.5, 1067.25]",3,1,2
31060.0,2019-11-05,"(1067.25, 1418.0]",3,8,-5
31061.0,2019-11-05,"(517.0, 523.0]",1,1,0
31062.0,2019-11-05,"(558.39, 711.5]",2,4,-2
31062.0,2019-11-05,"(711.5, 864.0]",3,5,-2
31062.0,2019-11-05,"(864.0, 1016.5]",4,6,-2
31062.0,2019-11-05,"(1016.5, 1169.0]",2,4,-2
31063.0,2019-11-05,"(829.805, 878.75]",1,2,-1
31063.0,2019-11-05,"(878.75, 927.5]",1,1,0
31064.0,2019-11-05,"(444.282, 624.5]",4,8,-4
31064.0,2019-11-05,"(624.5, 804.0]",3,9,-6
31064.0,2019-11-05,"(804.0, 983.5]",4,7,-3
31064.0,2019-11-05,"(983.5, 1163.0]",4,8,-4
31065.0,2019-11-05,"(554.25, 746.5]",1,3,-2
31065.0,2019-11-05,"(938.75, 1131.0]",2,1,1
31066.0,2019-11-05,"(863.75, 989.0]",2,2,0
31067.0,2019-11-05,"(379.003, 629.25]",2,6,-4
31067.0,2019-11-05,"(878.5, 1127.75]",2,3,-1
31067.0,2019-11-05,"(1127.75, 1377.0]",2,3,-1
31068.0,2019-11-05,"(495.151, 708.25]",1,2,-1
31068.0,2019-11-05,"(920.5, 1132.75]",1,2,-1
31068.0,2019-11-05,"(1132.75, 1345.0]",2,2,0
31069.0,2019-11-05,"(438.127, 657.25]",2,9,-7
31069.0,2019-11-05,"(657.25, 875.5]",1,1,0
31069.0,2019-11-05,"(875.5, 1093.75]",3,5,-2
31069.0,2019-11-05,"(1093.75, 1312.0]",5,5,0
31070.0,2019-11-05,"(814.25, 1006.5]",2,2,0
31070.0,2019-11-05,"(1198.75, 1391.0]",2,3,-1
31071.0,2019-11-05,"(320.089, 548.75]",3,11,-8
31071.0,2019-11-05,"(548.75, 776.5]",5,9,-4
31071.0,2019-11-05,"(776.5, 1004.25]",8,16,-8
31071.0,2019-11-05,"(1004.25, 1232.0]",10,14,-4
,,,,2.0,
31073.0,2019-11-05,"(495.424, 640.0]",2,2,0
31073.0,2019-11-05,"(640.0, 784.0]",1,2,-1
31073.0,2019-11-05,"(928.0, 1072.0]",2,1,1
31074.0,2019-11-05,"(739.0, 924.0]",1,4,-3
31074.0,2019-11-05,"(924.0, 1109.0]",8,1,7
31075.0,2019-11-05,"(901.5, 1084.25]",1,1,0
31075.0,2019-11-05,"(1084.25, 1267.0]",1,2,-1
31076.0,2019-11-05,"(423.306, 597.5]",1,2,-1
31076.0,2019-11-05,"(944.5, 1118.0]",1,2,-1
31077.0,2019-11-05,"(200.993, 453.75]",1,1,0
31077.0,2019-11-05,"(453.75, 705.5]",6,14,-8
31077.0,2019-11-05,"(705.5, 957.25]",8,15,-7
31077.0,2019-11-05,"(957.25, 1209.0]",7,9,-2
31078.0,2019-11-05,"(403.267, 587.25]",10,11,-1
31078.0,2019-11-05,"(587.25, 770.5]",2,2,0
31079.0,2019-11-05,"(37.649, 376.75]",1,1,0
31079.0,2019-11-05,"(376.75, 714.5]",2,12,-10
31079.0,2019-11-05,"(714.5, 1052.25]",4,5,-1
31079.0,2019-11-05,"(1052.25, 1390.0]",6,10,-4
31080.0,2019-11-05,"(2.571, 361.25]",1,1,0
31080.0,2019-11-05,"(361.25, 718.5]",2,12,-10
31080.0,2019-11-05,"(718.5, 1075.75]",6,10,-4
31080.0,2019-11-05,"(1075.75, 1433.0]",7,8,-1
31081.0,2019-11-05,"(409.33, 577.5]",3,4,-1
31081.0,2019-11-05,"(745.0, 912.5]",1,1,0
31081.0,2019-11-05,"(912.5, 1080.0]",2,1,1
31082.0,2019-11-05,"(683.5, 776.0]",1,1,0
31083.0,2019-11-05,"(783.0, 977.0]",1,2,-1
31083.0,2019-11-05,"(977.0, 1171.0]",4,2,2
31084.0,2019-11-05,"(535.183, 740.25]",6,8,-2
31084.0,2019-11-05,"(740.25, 944.5]",4,6,-2
31084.0,2019-11-05,"(944.5, 1148.75]",1,7,-6
31084.0,2019-11-05,"(1148.75, 1353.0]",1,2,-1
31085.0,2019-11-05,"(251.25, 502.5]",1,1,0
31085.0,2019-11-05,"(502.5, 753.75]",1,1,0
31085.0,2019-11-05,"(753.75, 1005.0]",2,1,1
31086.0,2019-11-05,"(348.09, 576.5]",2,3,-1
31086.0,2019-11-05,"(576.5, 804.0]",1,4,-3
31086.0,2019-11-05,"(1031.5, 1259.0]",1,3,-2
31087.0,2019-11-05,"(708.5, 847.25]",1,1,0
31087.0,2019-11-05,"(847.25, 986.0]",1,2,-1
31088.0,2019-11-05,"(456.057, 692.75]",1,7,-6
31088.0,2019-11-05,"(692.75, 928.5]",1,3,-2
31088.0,2019-11-05,"(928.5, 1164.25]",7,10,-3
31088.0,2019-11-05,"(1164.25, 1400.0]",3,3,0
31089.0,2019-11-05,"(384.024, 629.0]",15,23,-8
31089.0,2019-11-05,"(629.0, 873.0]",3,9,-6
31089.0,2019-11-05,"(873.0, 1117.0]",4,19,-15
31089.0,2019-11-05,"(1117.0, 1361.0]",3,5,-2
31090.0,2019-11-05,"(932.5, 1085.0]",2,1,1
31091.0,2019-11-05,"(849.0, 1047.0]",1,4,-3
31091.0,2019-11-05,"(1047.0, 1245.0]",4,1,3
31092.0,2019-11-05,"(1346.925, 1365.75]",1,1,0
31093.0,2019-11-05,"(396.267, 580.25]",3,10,-7
31093.0,2019-11-05,"(946.75, 1130.0]",4,1,3
31094.0,2019-11-05,"(548.551, 661.25]",1,2,-1
31094.0,2019-11-05,"(885.75, 998.0]",1,2,-1
,,,,1.0,
,,,,1.0,
31096.0,2019-11-05,"(863.5, 1051.75]",5,3,2
31096.0,2019-11-05,"(1051.75, 1240.0]",2,1,1
31097.0,2019-11-05,"(535.151, 748.25]",3,4,-1
31097.0,2019-11-05,"(748.25, 960.5]",1,2,-1
31097.0,2019-11-05,"(960.5, 1172.75]",2,6,-4
31097.0,2019-11-05,"(1172.75, 1385.0]",2,3,-1
31098.0,2019-11-05,"(415.115, 637.25]",7,20,-13
31098.0,2019-11-05,"(637.25, 858.5]",3,7,-4
31098.0,2019-11-05,"(858.5, 1079.75]",6,13,-7
31098.0,2019-11-05,"(1079.75, 1301.0]",3,7,-4
31099.0,2019-11-05,"(765.5, 991.75]",1,2,-1
31099.0,2019-11-05,"(991.75, 1218.0]",2,3,-1
31100.0,2019-11-05,"(419.996, 672.0]",18,22,-4
31100.0,2019-11-05,"(672.0, 923.0]",3,11,-8
31100.0,2019-11-05,"(923.0, 1174.0]",13,36,-23
31100.0,2019-11-05,"(1174.0, 1425.0]",1,2,-1
31101.0,2019-11-05,"(6.574, 364.5]",5,9,-4
31101.0,2019-11-05,"(364.5, 721.0]",15,48,-33
31101.0,2019-11-05,"(721.0, 1077.5]",45,70,-25
31101.0,2019-11-05,"(1077.5, 1434.0]",45,68,-23
31102.0,2019-11-05,"(40.697, 367.75]",1,5,-4
31102.0,2019-11-05,"(367.75, 693.5]",2,20,-18
31102.0,2019-11-05,"(693.5, 1019.25]",1,9,-8
31102.0,2019-11-05,"(1019.25, 1345.0]",16,23,-7
31103.0,2019-11-05,"(31.653, 369.75]",1,2,-1
31103.0,2019-11-05,"(369.75, 706.5]",1,36,-35
31103.0,2019-11-05,"(706.5, 1043.25]",7,30,-23
31103.0,2019-11-05,"(1043.25, 1380.0]",11,24,-13
31104.0,2019-11-05,"(348.914, 621.5]",3,20,-17
31104.0,2019-11-05,"(621.5, 893.0]",6,11,-5
